userid,pwd,email,displayName
bujtkhnwyqtxbbb,5137535444,bujtkhnwyqtxbbb@campus.fct.unl.pt,"bujtkhnwyqtxbbb"
mdqskzugaqxuyox,7366583762,mdqskzugaqxuyox@campus.fct.unl.pt,"mdqskzugaqxuyox"
vphsjihhesdqinx,1061205464118,vphsjihhesdqinx@campus.fct.unl.pt,"vphsjihhesdqinx"
uxgstxskfjoegqm,112951197746,uxgstxskfjoegqm@campus.fct.unl.pt,"uxgstxskfjoegqm"
pfdkhvrdcpvaooy,639012111153,pfdkhvrdcpvaooy@campus.fct.unl.pt,"pfdkhvrdcpvaooy"
ivjbjsvhdnnowne,1241109411793,ivjbjsvhdnnowne@campus.fct.unl.pt,"ivjbjsvhdnnowne"
zyqomhwoouqkfmo,57100598357,zyqomhwoouqkfmo@campus.fct.unl.pt,"zyqomhwoouqkfmo"
znqvrfjgcycgzwr,12693384562,znqvrfjgcycgzwr@campus.fct.unl.pt,"znqvrfjgcycgzwr"
cgskzrdkwivsvyl,1001091075879,cgskzrdkwivsvyl@campus.fct.unl.pt,"cgskzrdkwivsvyl"
bhittitxxaydgcn,103123685753,bhittitxxaydgcn@campus.fct.unl.pt,"bhittitxxaydgcn"
gtllsembpnrhaiq,5898767562,gtllsembpnrhaiq@campus.fct.unl.pt,"gtllsembpnrhaiq"
rkusgamagppqjgu,571089211246,rkusgamagppqjgu@campus.fct.unl.pt,"rkusgamagppqjgu"
chhntmtxkfishxo,11611211144124,chhntmtxkfishxo@campus.fct.unl.pt,"chhntmtxkfishxo"
oyhvgtagvlnuwfk,5694524945,oyhvgtagvlnuwfk@campus.fct.unl.pt,"oyhvgtagvlnuwfk"
mkluebmcbjodqcf,7967499182,mkluebmcbjodqcf@campus.fct.unl.pt,"mkluebmcbjodqcf"
tbwxweokphyxrmo,4891874176,tbwxweokphyxrmo@campus.fct.unl.pt,"tbwxweokphyxrmo"
alwaafkvbikdhbi,12638894197,alwaafkvbikdhbi@campus.fct.unl.pt,"alwaafkvbikdhbi"
kofmzmuhjxalmlc,609511311653,kofmzmuhjxalmlc@campus.fct.unl.pt,"kofmzmuhjxalmlc"
jhaplfwzmhsnvjz,97581025352,jhaplfwzmhsnvjz@campus.fct.unl.pt,"jhaplfwzmhsnvjz"
dkegcjkmdpyadxe,821236912154,dkegcjkmdpyadxe@campus.fct.unl.pt,"dkegcjkmdpyadxe"
gblhfwglcrqwbqr,561149254125,gblhfwglcrqwbqr@campus.fct.unl.pt,"gblhfwglcrqwbqr"
wnershyicbxqmei,12295125112116,wnershyicbxqmei@campus.fct.unl.pt,"wnershyicbxqmei"
cmaivpwpfioffam,56126759953,cmaivpwpfioffam@campus.fct.unl.pt,"cmaivpwpfioffam"
uwtcznlbqozncvy,8378827281,uwtcznlbqozncvy@campus.fct.unl.pt,"uwtcznlbqozncvy"
utdxepuvbyrrnme,57105884270,utdxepuvbyrrnme@campus.fct.unl.pt,"utdxepuvbyrrnme"
ozdetvmxsgourgi,8854806759,ozdetvmxsgourgi@campus.fct.unl.pt,"ozdetvmxsgourgi"
rutapdjmlbpatto,39836811278,rutapdjmlbpatto@campus.fct.unl.pt,"rutapdjmlbpatto"
lofhkfxewdlmlrx,125903710790,lofhkfxewdlmlrx@campus.fct.unl.pt,"lofhkfxewdlmlrx"
ujxydbwzmsemmgu,1216911648106,ujxydbwzmsemmgu@campus.fct.unl.pt,"ujxydbwzmsemmgu"
iuiemaegegrgvkh,881259812552,iuiemaegegrgvkh@campus.fct.unl.pt,"iuiemaegegrgvkh"
mfxttyhpvwbqkyd,666360123124,mfxttyhpvwbqkyd@campus.fct.unl.pt,"mfxttyhpvwbqkyd"
quctcddwynihpqr,3310810411163,quctcddwynihpqr@campus.fct.unl.pt,"quctcddwynihpqr"
onuondulzffibtm,81731158461,onuondulzffibtm@campus.fct.unl.pt,"onuondulzffibtm"
jpwqtawsbgafnlz,124816012078,jpwqtawsbgafnlz@campus.fct.unl.pt,"jpwqtawsbgafnlz"
zuascubricxpmbn,891129512593,zuascubricxpmbn@campus.fct.unl.pt,"zuascubricxpmbn"
sdvgvwmbezkhidv,401104093122,sdvgvwmbezkhidv@campus.fct.unl.pt,"sdvgvwmbezkhidv"
kouadgurqdydmfa,666511635112,kouadgurqdydmfa@campus.fct.unl.pt,"kouadgurqdydmfa"
lpyiynsteusaxec,3770397091,lpyiynsteusaxec@campus.fct.unl.pt,"lpyiynsteusaxec"
lmwbujsotvpwpdp,1026411250109,lmwbujsotvpwpdp@campus.fct.unl.pt,"lmwbujsotvpwpdp"
lqyfsbwyblurrcu,61871068770,lqyfsbwyblurrcu@campus.fct.unl.pt,"lqyfsbwyblurrcu"
igykmygyrtqhxto,42551124458,igykmygyrtqhxto@campus.fct.unl.pt,"igykmygyrtqhxto"
pkamvykmuoysqhz,50555911771,pkamvykmuoysqhz@campus.fct.unl.pt,"pkamvykmuoysqhz"
dabutnkrvfuruwa,691024160103,dabutnkrvfuruwa@campus.fct.unl.pt,"dabutnkrvfuruwa"
qpauapcgqohiooe,11367508262,qpauapcgqohiooe@campus.fct.unl.pt,"qpauapcgqohiooe"
oyfouppcmmmpmro,68549412572,oyfouppcmmmpmro@campus.fct.unl.pt,"oyfouppcmmmpmro"
gwbmrqoojrrioek,119124505660,gwbmrqoojrrioek@campus.fct.unl.pt,"gwbmrqoojrrioek"
wvawtztzgcvjdul,11491115119103,wvawtztzgcvjdul@campus.fct.unl.pt,"wvawtztzgcvjdul"
qmhmthlodbgvgvz,37931157051,qmhmthlodbgvgvz@campus.fct.unl.pt,"qmhmthlodbgvgvz"
hhbvslhjyouoeob,10373684547,hhbvslhjyouoeob@campus.fct.unl.pt,"hhbvslhjyouoeob"
kqxjmpcellcclsa,100461189968,kqxjmpcellcclsa@campus.fct.unl.pt,"kqxjmpcellcclsa"
lfktgpqhkkbneus,36778510158,lfktgpqhkkbneus@campus.fct.unl.pt,"lfktgpqhkkbneus"
ighacnzwzbsrftn,35785590117,ighacnzwzbsrftn@campus.fct.unl.pt,"ighacnzwzbsrftn"
oocuncjddnpwvqm,801084611360,oocuncjddnpwvqm@campus.fct.unl.pt,"oocuncjddnpwvqm"
odlyjwddbvnmcwk,12374337051,odlyjwddbvnmcwk@campus.fct.unl.pt,"odlyjwddbvnmcwk"
rvtdhmoclkobkca,11575983798,rvtdhmoclkobkca@campus.fct.unl.pt,"rvtdhmoclkobkca"
ykkgdvxljczrxjg,11973649937,ykkgdvxljczrxjg@campus.fct.unl.pt,"ykkgdvxljczrxjg"
qhyzajempkoujio,4411511367123,qhyzajempkoujio@campus.fct.unl.pt,"qhyzajempkoujio"
qlccfzzrehgmooa,39628211188,qlccfzzrehgmooa@campus.fct.unl.pt,"qlccfzzrehgmooa"
qlusbdyvzxemzmj,100953911758,qlusbdyvzxemzmj@campus.fct.unl.pt,"qlusbdyvzxemzmj"
ysbfrgsbggiyvkf,804235120116,ysbfrgsbggiyvkf@campus.fct.unl.pt,"ysbfrgsbggiyvkf"
gamguxfsnioqoau,458811810295,gamguxfsnioqoau@campus.fct.unl.pt,"gamguxfsnioqoau"
fqowihzjjwikqdl,59766581100,fqowihzjjwikqdl@campus.fct.unl.pt,"fqowihzjjwikqdl"
fsyfpmuqaqdndzy,4297648947,fsyfpmuqaqdndzy@campus.fct.unl.pt,"fsyfpmuqaqdndzy"
tutyyqarryabrzv,76636185106,tutyyqarryabrzv@campus.fct.unl.pt,"tutyyqarryabrzv"
cdwofyvwgcvffli,42579710946,cdwofyvwgcvffli@campus.fct.unl.pt,"cdwofyvwgcvffli"
lcktabnjqlzmzou,1197137102124,lcktabnjqlzmzou@campus.fct.unl.pt,"lcktabnjqlzmzou"
tddbmkddidniywk,891034012180,tddbmkddidniywk@campus.fct.unl.pt,"tddbmkddidniywk"
mssehvmwojrkmmw,57841056349,mssehvmwojrkmmw@campus.fct.unl.pt,"mssehvmwojrkmmw"
bzdknztnmbcadgx,937492104101,bzdknztnmbcadgx@campus.fct.unl.pt,"bzdknztnmbcadgx"
izikguwrlsnzmcz,97122377573,izikguwrlsnzmcz@campus.fct.unl.pt,"izikguwrlsnzmcz"
pvdksmipwbbgsct,87731027063,pvdksmipwbbgsct@campus.fct.unl.pt,"pvdksmipwbbgsct"
zzuopuuxgevlazv,125120827773,zzuopuuxgevlazv@campus.fct.unl.pt,"zzuopuuxgevlazv"
zttommqobcgkfsf,681011173467,zttommqobcgkfsf@campus.fct.unl.pt,"zttommqobcgkfsf"
iqrdzujhytryqlw,9334436587,iqrdzujhytryqlw@campus.fct.unl.pt,"iqrdzujhytryqlw"
mqprzlublolmnsk,974634126126,mqprzlublolmnsk@campus.fct.unl.pt,"mqprzlublolmnsk"
ltrdtiasompwkce,465012192125,ltrdtiasompwkce@campus.fct.unl.pt,"ltrdtiasompwkce"
cvlogpuryaybgwk,46653410936,cvlogpuryaybgwk@campus.fct.unl.pt,"cvlogpuryaybgwk"
nkrgjgeyjumatca,801131227066,nkrgjgeyjumatca@campus.fct.unl.pt,"nkrgjgeyjumatca"
fnhggwbdeweohnf,101821116775,fnhggwbdeweohnf@campus.fct.unl.pt,"fnhggwbdeweohnf"
dpqqhjlnuwhphll,11211711880123,dpqqhjlnuwhphll@campus.fct.unl.pt,"dpqqhjlnuwhphll"
zftjkegneehjyfc,7181476372,zftjkegneehjyfc@campus.fct.unl.pt,"zftjkegneehjyfc"
vazvujhivdulwfn,951043771125,vazvujhivdulwfn@campus.fct.unl.pt,"vazvujhivdulwfn"
zmkttztxshbwjwk,67858467123,zmkttztxshbwjwk@campus.fct.unl.pt,"zmkttztxshbwjwk"
vadsxsdmwefdjss,4311798113117,vadsxsdmwefdjss@campus.fct.unl.pt,"vadsxsdmwefdjss"
mokmzcznqlufioo,9443753667,mokmzcznqlufioo@campus.fct.unl.pt,"mokmzcznqlufioo"
vpoauhnavivngtr,54115659663,vpoauhnavivngtr@campus.fct.unl.pt,"vpoauhnavivngtr"
wbgvubvblgbkzdf,546312299112,wbgvubvblgbkzdf@campus.fct.unl.pt,"wbgvubvblgbkzdf"
ysstvhyckinwzcc,117331018385,ysstvhyckinwzcc@campus.fct.unl.pt,"ysstvhyckinwzcc"
qltpenbymidkbga,82644354111,qltpenbymidkbga@campus.fct.unl.pt,"qltpenbymidkbga"
dihbkivuusgpogl,11742817196,dihbkivuusgpogl@campus.fct.unl.pt,"dihbkivuusgpogl"
hjnwnetzjdssibc,5063843973,hjnwnetzjdssibc@campus.fct.unl.pt,"hjnwnetzjdssibc"
tlrwifxevngvtfr,9136946568,tlrwifxevngvtfr@campus.fct.unl.pt,"tlrwifxevngvtfr"
icqmjchjunfincz,9658958285,icqmjchjunfincz@campus.fct.unl.pt,"icqmjchjunfincz"
iktvvnvzbixxpai,1013710388106,iktvvnvzbixxpai@campus.fct.unl.pt,"iktvvnvzbixxpai"
jupqsnzddnxrfvy,10479113126113,jupqsnzddnxrfvy@campus.fct.unl.pt,"jupqsnzddnxrfvy"
cjftbalzzvigror,501127962110,cjftbalzzvigror@campus.fct.unl.pt,"cjftbalzzvigror"
rakzvgzquszbkly,82645790107,rakzvgzquszbkly@campus.fct.unl.pt,"rakzvgzquszbkly"
qhdrggrazqhdcil,98758462113,qhdrggrazqhdcil@campus.fct.unl.pt,"qhdrggrazqhdcil"
ybajakubevziena,8834566043,ybajakubevziena@campus.fct.unl.pt,"ybajakubevziena"
jbvgybznafncsqs,887066115125,jbvgybznafncsqs@campus.fct.unl.pt,"jbvgybznafncsqs"
zqkofyghmiwafmf,961058110763,zqkofyghmiwafmf@campus.fct.unl.pt,"zqkofyghmiwafmf"
jkprgqobqbnbdiz,79991256249,jkprgqobqbnbdiz@campus.fct.unl.pt,"jkprgqobqbnbdiz"
mhxpwkxxzpctemz,11210911811535,mhxpwkxxzpctemz@campus.fct.unl.pt,"mhxpwkxxzpctemz"
jofdwanezlvefmw,102421035193,jofdwanezlvefmw@campus.fct.unl.pt,"jofdwanezlvefmw"
xbldzdbblolrtzb,331068711839,xbldzdbblolrtzb@campus.fct.unl.pt,"xbldzdbblolrtzb"
iqqcpgggcqiwqcq,336256104112,iqqcpgggcqiwqcq@campus.fct.unl.pt,"iqqcpgggcqiwqcq"
iznefdpfcuhpnim,56936411662,iznefdpfcuhpnim@campus.fct.unl.pt,"iznefdpfcuhpnim"
gzgwqcgzaltubly,8599513697,gzgwqcgzaltubly@campus.fct.unl.pt,"gzgwqcgzaltubly"
oqifnoiecztdssc,3449459171,oqifnoiecztdssc@campus.fct.unl.pt,"oqifnoiecztdssc"
qkrprzkyiguxdjx,36112515756,qkrprzkyiguxdjx@campus.fct.unl.pt,"qkrprzkyiguxdjx"
kljpjjkswsbopob,1026910963104,kljpjjkswsbopob@campus.fct.unl.pt,"kljpjjkswsbopob"
vptjxgnfozsyhwo,7959877678,vptjxgnfozsyhwo@campus.fct.unl.pt,"vptjxgnfozsyhwo"
tyaxurwxbzhouev,115721014485,tyaxurwxbzhouev@campus.fct.unl.pt,"tyaxurwxbzhouev"
tavvcsgvisehixx,49678010697,tavvcsgvisehixx@campus.fct.unl.pt,"tavvcsgvisehixx"
jpjllxnizklrxsj,56394211648,jpjllxnizklrxsj@campus.fct.unl.pt,"jpjllxnizklrxsj"
vmkaltkaogtbtzo,12350627184,vmkaltkaogtbtzo@campus.fct.unl.pt,"vmkaltkaogtbtzo"
geczmdrbqnaomub,100754777125,geczmdrbqnaomub@campus.fct.unl.pt,"geczmdrbqnaomub"
wmmukfpnulrungz,76433455104,wmmukfpnulrungz@campus.fct.unl.pt,"wmmukfpnulrungz"
trttoayzlzezoqt,4787729271,trttoayzlzezoqt@campus.fct.unl.pt,"trttoayzlzezoqt"
rttqmhbgoviwayx,69373792122,rttqmhbgoviwayx@campus.fct.unl.pt,"rttqmhbgoviwayx"
ouutmngakevzdyg,771165911950,ouutmngakevzdyg@campus.fct.unl.pt,"ouutmngakevzdyg"
ivbozbxoteugnch,689655125123,ivbozbxoteugnch@campus.fct.unl.pt,"ivbozbxoteugnch"
diqkpqblxryltzj,721141067357,diqkpqblxryltzj@campus.fct.unl.pt,"diqkpqblxryltzj"
edpvbkaenpftmha,41112979293,edpvbkaenpftmha@campus.fct.unl.pt,"edpvbkaenpftmha"
pnmxgokntorfsnn,107535353120,pnmxgokntorfsnn@campus.fct.unl.pt,"pnmxgokntorfsnn"
vmvrwoodakczqzn,125616911665,vmvrwoodakczqzn@campus.fct.unl.pt,"vmvrwoodakczqzn"
tyestiywdicvypz,87437793126,tyestiywdicvypz@campus.fct.unl.pt,"tyestiywdicvypz"
xtnffoahgrhhytq,571014611541,xtnffoahgrhhytq@campus.fct.unl.pt,"xtnffoahgrhhytq"
hoxlutsdabfsbbp,107653437109,hoxlutsdabfsbbp@campus.fct.unl.pt,"hoxlutsdabfsbbp"
lowmcoyameneewx,74107825480,lowmcoyameneewx@campus.fct.unl.pt,"lowmcoyameneewx"
kmkfajdsonxwhzs,54106384055,kmkfajdsonxwhzs@campus.fct.unl.pt,"kmkfajdsonxwhzs"
gqmabxpnzisbxmh,8510272121110,gqmabxpnzisbxmh@campus.fct.unl.pt,"gqmabxpnzisbxmh"
urvbyjnkgicqbnw,92391216536,urvbyjnkgicqbnw@campus.fct.unl.pt,"urvbyjnkgicqbnw"
hfcvihxjzzrxbly,107125718284,hfcvihxjzzrxbly@campus.fct.unl.pt,"hfcvihxjzzrxbly"
sedcgbspksuihtk,43585910746,sedcgbspksuihtk@campus.fct.unl.pt,"sedcgbspksuihtk"
nioidnohobvwylm,6210650116100,nioidnohobvwylm@campus.fct.unl.pt,"nioidnohobvwylm"
ounrueddexjuohb,11160111101124,ounrueddexjuohb@campus.fct.unl.pt,"ounrueddexjuohb"
qyjwkmoaxvseykz,5739708084,qyjwkmoaxvseykz@campus.fct.unl.pt,"qyjwkmoaxvseykz"
zrirmplxjqxpydi,55401079567,zrirmplxjqxpydi@campus.fct.unl.pt,"zrirmplxjqxpydi"
vdznfwoidubwcue,4961506892,vdznfwoidubwcue@campus.fct.unl.pt,"vdznfwoidubwcue"
qokygksllcgeuoj,6687356842,qokygksllcgeuoj@campus.fct.unl.pt,"qokygksllcgeuoj"
ghkkpcueyydbvso,82431109259,ghkkpcueyydbvso@campus.fct.unl.pt,"ghkkpcueyydbvso"
nxwxmpjkrsbojmx,3312612690105,nxwxmpjkrsbojmx@campus.fct.unl.pt,"nxwxmpjkrsbojmx"
xydtwxjrkzcuyjt,1119511511336,xydtwxjrkzcuyjt@campus.fct.unl.pt,"xydtwxjrkzcuyjt"
fytxpcpadpokvrw,77656198107,fytxpcpadpokvrw@campus.fct.unl.pt,"fytxpcpadpokvrw"
niyabxlogviekgh,10589111114100,niyabxlogviekgh@campus.fct.unl.pt,"niyabxlogviekgh"
uvbgjvjolsjkjyb,44116693876,uvbgjvjolsjkjyb@campus.fct.unl.pt,"uvbgjvjolsjkjyb"
xlpnekyubhvxtey,5811810811587,xlpnekyubhvxtey@campus.fct.unl.pt,"xlpnekyubhvxtey"
jnexzcsgjazkkmw,75501167888,jnexzcsgjazkkmw@campus.fct.unl.pt,"jnexzcsgjazkkmw"
nvtrorkwtlipwyq,67926365125,nvtrorkwtlipwyq@campus.fct.unl.pt,"nvtrorkwtlipwyq"
hwcctlfjmxgiycq,10351119125114,hwcctlfjmxgiycq@campus.fct.unl.pt,"hwcctlfjmxgiycq"
jxmsagoypmbqwib,73109838199,jxmsagoypmbqwib@campus.fct.unl.pt,"jxmsagoypmbqwib"
mpwpjrxtcxxkrhv,555788107111,mpwpjrxtcxxkrhv@campus.fct.unl.pt,"mpwpjrxtcxxkrhv"
dggxrhdqwrstzfz,67641047739,dggxrhdqwrstzfz@campus.fct.unl.pt,"dggxrhdqwrstzfz"
dbsnljaqlxfgnjv,1137271118126,dbsnljaqlxfgnjv@campus.fct.unl.pt,"dbsnljaqlxfgnjv"
hxwevpbiigfxeye,561211077391,hxwevpbiigfxeye@campus.fct.unl.pt,"hxwevpbiigfxeye"
kizampvrndoudmd,5972645581,kizampvrndoudmd@campus.fct.unl.pt,"kizampvrndoudmd"
vmsvmowseskctyu,10480504447,vmsvmowseskctyu@campus.fct.unl.pt,"vmsvmowseskctyu"
fhvnqanegrmurio,56126576065,fhvnqanegrmurio@campus.fct.unl.pt,"fhvnqanegrmurio"
gwrsoyxtdnazwrr,8134817369,gwrsoyxtdnazwrr@campus.fct.unl.pt,"gwrsoyxtdnazwrr"
wuukxmmplabrqya,10477533942,wuukxmmplabrqya@campus.fct.unl.pt,"wuukxmmplabrqya"
frhxtcfiioxorye,3788387033,frhxtcfiioxorye@campus.fct.unl.pt,"frhxtcfiioxorye"
myorxqhbqtfhnch,48103845090,myorxqhbqtfhnch@campus.fct.unl.pt,"myorxqhbqtfhnch"
mmceirsknbhowno,4353704388,mmceirsknbhowno@campus.fct.unl.pt,"mmceirsknbhowno"
lbnnnyeeuavffxn,119107955651,lbnnnyeeuavffxn@campus.fct.unl.pt,"lbnnnyeeuavffxn"
ajcqjopbsundjus,6874796643,ajcqjopbsundjus@campus.fct.unl.pt,"ajcqjopbsundjus"
oivkrnwkqnzsona,5712310112046,oivkrnwkqnzsona@campus.fct.unl.pt,"oivkrnwkqnzsona"
dclyaqgemayflek,1081168072123,dclyaqgemayflek@campus.fct.unl.pt,"dclyaqgemayflek"
rkuxnyljelzzgid,838211688102,rkuxnyljelzzgid@campus.fct.unl.pt,"rkuxnyljelzzgid"
vypiqgadqrdarsd,115903510558,vypiqgadqrdarsd@campus.fct.unl.pt,"vypiqgadqrdarsd"
solssbitxvqmzfn,9652608038,solssbitxvqmzfn@campus.fct.unl.pt,"solssbitxvqmzfn"
jaxwtuwbutranrf,651065312294,jaxwtuwbutranrf@campus.fct.unl.pt,"jaxwtuwbutranrf"
wbxyhrwwrccjhta,7898626139,wbxyhrwwrccjhta@campus.fct.unl.pt,"wbxyhrwwrccjhta"
jynregtycsshmnz,4810782121119,jynregtycsshmnz@campus.fct.unl.pt,"jynregtycsshmnz"
lkarvgbbqdetvwt,101901089737,lkarvgbbqdetvwt@campus.fct.unl.pt,"lkarvgbbqdetvwt"
ozofixpgwlqnuqr,43509668105,ozofixpgwlqnuqr@campus.fct.unl.pt,"ozofixpgwlqnuqr"
rsncxkjdozcrnke,50416410299,rsncxkjdozcrnke@campus.fct.unl.pt,"rsncxkjdozcrnke"
mmpoanqfkkudmap,65104816051,mmpoanqfkkudmap@campus.fct.unl.pt,"mmpoanqfkkudmap"
jsyiviccfgpbxhp,76925710445,jsyiviccfgpbxhp@campus.fct.unl.pt,"jsyiviccfgpbxhp"
dfdhqxblagzuhlw,50124683575,dfdhqxblagzuhlw@campus.fct.unl.pt,"dfdhqxblagzuhlw"
wrdotysbfirnahl,6337113122121,wrdotysbfirnahl@campus.fct.unl.pt,"wrdotysbfirnahl"
ydxxjotwwrhosjf,8961839868,ydxxjotwwrhosjf@campus.fct.unl.pt,"ydxxjotwwrhosjf"
ikupykxxkwgzehv,778610611485,ikupykxxkwgzehv@campus.fct.unl.pt,"ikupykxxkwgzehv"
evakicxnoegtwpm,96103634165,evakicxnoegtwpm@campus.fct.unl.pt,"evakicxnoegtwpm"
ocukwwldhnnhpeg,45971219891,ocukwwldhnnhpeg@campus.fct.unl.pt,"ocukwwldhnnhpeg"
jslqqqygppjwjqg,107937511296,jslqqqygppjwjqg@campus.fct.unl.pt,"jslqqqygppjwjqg"
yzqpohvmwxslwmp,34516611156,yzqpohvmwxslwmp@campus.fct.unl.pt,"yzqpohvmwxslwmp"
cxlyrmbnpxhtjzw,1101225710283,cxlyrmbnpxhtjzw@campus.fct.unl.pt,"cxlyrmbnpxhtjzw"
sxxjictcwjuwfnf,54618511664,sxxjictcwjuwfnf@campus.fct.unl.pt,"sxxjictcwjuwfnf"
zasihatdtwpmfox,76447511973,zasihatdtwpmfox@campus.fct.unl.pt,"zasihatdtwpmfox"
mscrfrzeuldamth,87471155170,mscrfrzeuldamth@campus.fct.unl.pt,"mscrfrzeuldamth"
fiudgisftjcvlvo,12383594486,fiudgisftjcvlvo@campus.fct.unl.pt,"fiudgisftjcvlvo"
eekzoojhylqyznp,45100583949,eekzoojhylqyznp@campus.fct.unl.pt,"eekzoojhylqyznp"
qnwjinrrtqllrgp,11461358834,qnwjinrrtqllrgp@campus.fct.unl.pt,"qnwjinrrtqllrgp"
gcwhgwwdanrlmei,571101024866,gcwhgwwdanrlmei@campus.fct.unl.pt,"gcwhgwwdanrlmei"
koytlmryljjivuf,1191191028135,koytlmryljjivuf@campus.fct.unl.pt,"koytlmryljjivuf"
pmwlkxnvavzbohs,801261177051,pmwlkxnvavzbohs@campus.fct.unl.pt,"pmwlkxnvavzbohs"
wipedyurxhipqbv,12492439150,wipedyurxhipqbv@campus.fct.unl.pt,"wipedyurxhipqbv"
mjlsgiandvvtyzk,77543367122,mjlsgiandvvtyzk@campus.fct.unl.pt,"mjlsgiandvvtyzk"
daxdjwaqzmxoisv,1251246210397,daxdjwaqzmxoisv@campus.fct.unl.pt,"daxdjwaqzmxoisv"
zmcmnvmbsblokbt,1099995105119,zmcmnvmbsblokbt@campus.fct.unl.pt,"zmcmnvmbsblokbt"
zxgcedwpsqjizaw,65864571108,zxgcedwpsqjizaw@campus.fct.unl.pt,"zxgcedwpsqjizaw"
cgcojhlnbvumbxr,811055210140,cgcojhlnbvumbxr@campus.fct.unl.pt,"cgcojhlnbvumbxr"
upfewjficlbvzvy,59108715975,upfewjficlbvzvy@campus.fct.unl.pt,"upfewjficlbvzvy"
yhxgfnvgtebgrgk,68893969121,yhxgfnvgtebgrgk@campus.fct.unl.pt,"yhxgfnvgtebgrgk"
kscpgnjagvlouaf,91544077124,kscpgnjagvlouaf@campus.fct.unl.pt,"kscpgnjagvlouaf"
zxglxvvqsxipngf,10568994571,zxglxvvqsxipngf@campus.fct.unl.pt,"zxglxvvqsxipngf"
civrfucwgipdrmi,8057768046,civrfucwgipdrmi@campus.fct.unl.pt,"civrfucwgipdrmi"
lsrqyhozxvrqgqp,12410711512248,lsrqyhozxvrqgqp@campus.fct.unl.pt,"lsrqyhozxvrqgqp"
gemyxafdcemahoz,6939685184,gemyxafdcemahoz@campus.fct.unl.pt,"gemyxafdcemahoz"
qngfmjldqirdklm,50759111291,qngfmjldqirdklm@campus.fct.unl.pt,"qngfmjldqirdklm"
dxvkxzggrvevtxn,10746843678,dxvkxzggrvevtxn@campus.fct.unl.pt,"dxvkxzggrvevtxn"
agyuyvxggbqgmnq,7398346993,agyuyvxggbqgmnq@campus.fct.unl.pt,"agyuyvxggbqgmnq"
ycusqhtxtkwqybx,1105310761100,ycusqhtxtkwqybx@campus.fct.unl.pt,"ycusqhtxtkwqybx"
rvvkkxfdmqnpout,977112265111,rvvkkxfdmqnpout@campus.fct.unl.pt,"rvvkkxfdmqnpout"
oyuhoqqrrwntufr,3852917786,oyuhoqqrrwntufr@campus.fct.unl.pt,"oyuhoqqrrwntufr"
feibacysgxwtgpc,47633674112,feibacysgxwtgpc@campus.fct.unl.pt,"feibacysgxwtgpc"
ywzsebasrzapole,478510963125,ywzsebasrzapole@campus.fct.unl.pt,"ywzsebasrzapole"
srfmhwsihynaaln,771129111274,srfmhwsihynaaln@campus.fct.unl.pt,"srfmhwsihynaaln"
sqxxnvaiaewdqhy,581021095169,sqxxnvaiaewdqhy@campus.fct.unl.pt,"sqxxnvaiaewdqhy"
zwffolvgfzcxdfr,11111310947120,zwffolvgfzcxdfr@campus.fct.unl.pt,"zwffolvgfzcxdfr"
lsdwbrglezrruvr,441219452125,lsdwbrglezrruvr@campus.fct.unl.pt,"lsdwbrglezrruvr"
ilyenkpimpdnreu,123686511989,ilyenkpimpdnreu@campus.fct.unl.pt,"ilyenkpimpdnreu"
izsoxootxxwkoil,8410811410642,izsoxootxxwkoil@campus.fct.unl.pt,"izsoxootxxwkoil"
wvcfdzigffdaymx,48528210593,wvcfdzigffdaymx@campus.fct.unl.pt,"wvcfdzigffdaymx"
djbsalvfavjnxve,511236011841,djbsalvfavjnxve@campus.fct.unl.pt,"djbsalvfavjnxve"
vdgbvrhovqphurm,701133683118,vdgbvrhovqphurm@campus.fct.unl.pt,"vdgbvrhovqphurm"
xegslmxyxonliae,1191113379107,xegslmxyxonliae@campus.fct.unl.pt,"xegslmxyxonliae"
bawgdewggxwclfl,77871257137,bawgdewggxwclfl@campus.fct.unl.pt,"bawgdewggxwclfl"
mxtsukwdoodoofd,3512456123101,mxtsukwdoodoofd@campus.fct.unl.pt,"mxtsukwdoodoofd"
mlmgslloecuikrf,99474779125,mlmgslloecuikrf@campus.fct.unl.pt,"mlmgslloecuikrf"
qsyxnppfslkuxoa,100734868115,qsyxnppfslkuxoa@campus.fct.unl.pt,"qsyxnppfslkuxoa"
ushifqpwiuwaxbh,68533838107,ushifqpwiuwaxbh@campus.fct.unl.pt,"ushifqpwiuwaxbh"
rrmvmjgymdnqjvy,1225312312358,rrmvmjgymdnqjvy@campus.fct.unl.pt,"rrmvmjgymdnqjvy"
ofbbwgdpmwqdurx,10577965078,ofbbwgdpmwqdurx@campus.fct.unl.pt,"ofbbwgdpmwqdurx"
kwcjiahhmkogysm,8356857091,kwcjiahhmkogysm@campus.fct.unl.pt,"kwcjiahhmkogysm"
sbqkskbvwkmenxk,55561024563,sbqkskbvwkmenxk@campus.fct.unl.pt,"sbqkskbvwkmenxk"
pbzghgywfnjmpbl,11646337565,pbzghgywfnjmpbl@campus.fct.unl.pt,"pbzghgywfnjmpbl"
qsrpnweqbnuooaq,4987909879,qsrpnweqbnuooaq@campus.fct.unl.pt,"qsrpnweqbnuooaq"
dnlfgkfecepzdjo,901151058235,dnlfgkfecepzdjo@campus.fct.unl.pt,"dnlfgkfecepzdjo"
